小区名,成交时间,成交价格,成交单价,挂牌价格（万）,成交周期（天）,调价（次）,带看（次）,关注（人）,浏览（次）,房屋户型,所在楼层,总共层数,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建成年代,装修情况,建筑结构,供暖方式,梯户比例,产权年限,配备电梯,链家编号,交易权属,挂牌时间,房屋用途,房屋年限,房权所属,成交价格（历史1）,成交单价（历史1）,成交时间（历史1）,成交价格（历史2）,成交单价（历史2）,成交时间（历史2）,成交价格（历史3）,成交单价（历史3）,成交时间（历史3）,成交价格（历史4）,成交单价（历史4）,成交时间（历史4）,成交价格（历史5）,成交单价（历史5）,成交时间（历史5）,成交价格（历史6）,成交单价（历史6）,成交时间（历史6）
莲花池南里,2017.08.25 ,487万,65107,500,44,1,1,134,6048,3室1厅1厨1卫,低楼层,6,74.8,暂无数据,1,板楼,南 北,1992,简装,混合结构,集中供暖,一梯三户,70年,无,101101808374,商品房,2017-07-13,普通住宅,满两年,非共有,487,65107,2017-08-25
晨欣园,2017.08.25 ,462万,58675,473,134,3,31,83,5039,2室2厅1厨1卫,中楼层,6,78.74,暂无数据,75,板楼,南 北,1998,精装,混合结构,集中供暖,一梯两户,70年,无,101101469807,商品房,2017-04-13,普通住宅,满两年,非共有,462,58675,2017-08-25,265,33656,2013-02-25
成寿寺路,2017.08.25 ,300万,46773,300,7,0,11,188,3464,2室1厅1厨1卫,高楼层,6,64.14,暂无数据,44.08,板楼,东 西,1992,精装,混合结构,集中供暖,一梯三户,70年,无,101101968843,已购公房,2017-08-19,普通住宅,满五年,非共有,300,46773,2017-08-25
四方景园二区,2017.08.25 ,510万,54839,520,148,5,10,0,64,2室1厅1厨1卫,中楼层,14,93,平层,75.75,板塔结合,南,2006,简装,钢混结构,自供暖,一梯四户,70年,有,101101409405,一类经济适用房,2017-03-30,普通住宅,暂无数据,非共有,510,54839,2017-08-25
芳泽园,2017.08.25 ,260万,57421,275,14,0,0,6,56,1室1厅1厨1卫,顶层,16,45.28,平层,37.92,板楼,南,2005,精装,钢混结构,集中供暖,一梯四户,70年,有,101101934385,商品房,2017-08-11,普通住宅,满两年,非共有,260,57421,2017-08-25
阳光花园,2017.08.24 ,339.5万,72235,376,37,0,2,0,暂无数据,1室0厅1厨1卫,中楼层,19,47,暂无数据,暂无数据,塔楼,东北,2009,精装,钢混结构,集中供暖,两梯三户,70年,有,101101833815,商品房,2017-07-19,普通住宅,暂无数据,非共有,339.5,72235,2017-08-24
庄维花园,2017.08.24 ,415万,51791,420,30,3,23,102,4425,1室1厅1厨1卫,高楼层,24,80.13,暂无数据,63.88,塔楼,北,2002,精装,钢混结构,集中供暖,两梯九户,70年,有,101101861442,私产,2017-07-26,普通住宅,满五年,非共有,415,51791,2017-08-24
嘉园二里,2017.08.24 ,345万,60665,385,45,0,55,328,10581,2室1厅1厨1卫,低楼层,6,56.87,平层,暂无数据,板楼,南 北,1997,其他,混合结构,集中供暖,一梯两户,70年,无,101101799502,商品房,2017-07-10,普通住宅,满两年,共有,345,60665,2017-08-24,157,27607,2012-07-30
果园小区,2017.08.24 ,286万,62174,289.8,5,1,12,46,1211,2室1厅1厨1卫,高楼层,18,46,暂无数据,暂无数据,塔楼,南,1990,其他,钢混结构,集中供暖,两梯八户,70年,有,101101971922,商品房,2017-08-20,普通住宅,满五年,共有,286,62174,2017-08-24
四方景园二区,2017.08.24 ,298万,51194,310,59,3,14,60,4714,1室1厅1厨1卫,中楼层,28,58.21,暂无数据,47.14,塔楼,北,2005,简装,钢混结构,自供暖,三梯十二户,70年,有,101101744002,一类经济适用房,2017-06-26,普通住宅,满五年,共有,298,51194,2017-08-24
西马金润二区,2017.08.24 ,419万,56660,425,12,1,15,44,1053,3室1厅1厨1卫,高楼层,6,73.95,暂无数据,66.54,板楼,南 北,1998,精装,混合结构,集中供暖,一梯三户,70年,无,101101941297,商品房,2017-08-12,普通住宅,满两年,非共有,419,56660,2017-08-24
程庄路68号院,2017.08.23 ,298万,42774,326,27,0,2,0,暂无数据,3室1厅1厨1卫,高楼层,6,69.67,暂无数据,暂无数据,板楼,南 北,1995,精装,混合结构,集中供暖,一梯两户,70年,无,101101871018,已购公房,2017-07-28,普通住宅,满两年,非共有,298,42774,2017-08-23
润都大厦,2017.08.23 ,246万,54667,250,17,1,0,0,暂无数据,2室1厅1厨1卫,中楼层,11,45,暂无数据,暂无数据,塔楼,西,2013,其他,钢混结构,集中供暖,四梯三十户,50年,有,101101919936,商品房,2017-08-07,商业办公类,暂无数据,暂无数据,246,54667,2017-08-23
三环新城6号院,2017.08.23 ,13万,4282,14,5,0,1,0,暂无数据,车位,地下室,0,30.36,暂无数据,暂无数据,板塔结合,南,未知,其他,钢混结构,自供暖,暂无数据,40年,无,101101970569,商品房,2017-08-19,车库,暂无数据,暂无数据,13,4282,2017-08-23
南苑北里一区,2017.08.23 ,305万,46516,308,6,0,12,26,547,2室1厅1厨1卫,中楼层,6,65.57,平层,56.7,板楼,南 北,1998,其他,混合结构,集中供暖,一梯两户,70年,无,101101963857,私产,2017-08-18,普通住宅,满五年,非共有,305,46516,2017-08-23
万年花城三期,2017.08.23 ,419万,62763,435,35,1,42,101,5763,1室1厅1厨1卫,中楼层,20,66.76,暂无数据,53.23,板塔结合,北,2006,精装,钢混结构,集中供暖,两梯六户,70年,有,101101835943,商品房,2017-07-19,普通住宅,满五年,非共有,419,62763,2017-08-23
青塔秀园,2017.08.23 ,239万,51822,248,23,0,10,145,4323,1室1厅1厨1卫,顶层,6,46.12,平层,暂无数据,板楼,南,1994,简装,混合结构,集中供暖,一梯三户,70年,无,101101890450,商品房,2017-08-01,普通住宅,满五年,非共有,239,51822,2017-08-23
育芳园,2017.08.23 ,253.8万,59831,280,25,1,15,0,暂无数据,1室1厅1厨1卫,中楼层,6,42.42,平层,暂无数据,板楼,南,1993,简装,混合结构,集中供暖,一梯三户,70年,无,101101881452,商品房,2017-07-30,普通住宅,满五年,共有,253.8,59831,2017-08-23,93.5,22042,2012-03-29
京品小区,2017.08.23 ,540万,62227,555,42,2,38,52,3022,2室1厅1厨1卫,中楼层,15,86.78,暂无数据,71.66,板塔结合,南 西,2005,精装,钢混结构,集中供暖,一梯三户,70年,有,101101806578,商品房,2017-07-12,普通住宅,满两年,共有,540,62227,2017-08-23,暂无价格,其他公司成交,2014-10
太平桥东里,2017.08.23 ,330万,70198,342,18,0,20,30,1431,1室1厅1厨1卫,中楼层,24,47.01,暂无数据,47.01,塔楼,西南,1980,精装,钢混结构,集中供暖,两梯八户,70年,有,101101912503,商品房,2017-08-06,普通住宅,满五年,共有,330,70198,2017-08-23,116,24676,2012-03-10
宣祥家园,2017.08.23 ,332万,46227,350,55,2,45,208,13272,2室1厅1厨1卫,中楼层,25,71.82,暂无数据,56.07,塔楼,西北,2003,精装,钢混结构,集中供暖,三梯十户,70年,有,101101754706,一类经济适用房,2017-06-29,普通住宅,满五年,非共有,332,46227,2017-08-23
芳星园三区,2017.08.23 ,485万,60686,510,45,3,44,45,1844,2室1厅1厨1卫,中楼层,17,79.92,暂无数据,暂无数据,板塔结合,南 北,1995,其他,钢混结构,集中供暖,两梯八户,70年,有,101101797389,商品房,2017-07-09,普通住宅,满五年,非共有,485,60686,2017-08-23
鸿业兴园一区,2017.08.23 ,380万,65642,399,28,0,12,28,1899,1室1厅1厨1卫,中楼层,21,57.89,暂无数据,46.8,塔楼,东,2006,精装,钢混结构,自供暖,两梯八户,70年,有,101101863324,商品房,2017-07-26,普通住宅,满五年,非共有,380,65642,2017-08-23
北大地一里,2017.08.23 ,238万,70834,250,17,0,3,0,暂无数据,1室1厅1厨1卫,底层,5,33.6,暂无数据,暂无数据,板楼,南,1982,精装,混合结构,集中供暖,一梯三户,70年,无,101101915557,已购公房,2017-08-06,普通住宅,暂无数据,非共有,238,70834,2017-08-23
西安街甲4号院,2017.08.23 ,306万,52103,334,11,1,2,16,887,2室1厅1厨1卫,中楼层,6,58.73,暂无数据,58.73,板楼,南 北,1989,简装,混合结构,集中供暖,一梯三户,70年,无,101101939960,已购公房,2017-08-12,普通住宅,满两年,非共有,306,52103,2017-08-23
中海御鑫阁,2017.08.22 ,253万,68231,255,4,0,17,31,1091,1室0厅1厨1卫,高楼层,20,37.08,平层,24.51,板楼,东,2012,精装,钢混结构,集中供暖,四梯二十二户,70年,有,101101968998,商品房,2017-08-19,普通住宅,满两年,非共有,253,68231,2017-08-22
