小区名,成交时间,成交价格,成交单价,挂牌价格（万）,成交周期（天）,调价（次）,带看（次）,关注（人）,浏览（次）,房屋户型,所在楼层,总共层数,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建成年代,装修情况,建筑结构,供暖方式,梯户比例,产权年限,配备电梯,链家编号,交易权属,挂牌时间,房屋用途,房屋年限,房权所属,成交价格（历史1）,成交单价（历史1）,成交时间（历史1）,成交价格（历史2）,成交单价（历史2）,成交时间（历史2）,成交价格（历史3）,成交单价（历史3）,成交时间（历史3）,成交价格（历史4）,成交单价（历史4）,成交时间（历史4）,成交价格（历史5）,成交单价（历史5）,成交时间（历史5）,成交价格（历史6）,成交单价（历史6）,成交时间（历史6）
万和世家,2017.08.19 ,1800万,113917,1998,52,3,45,42,3727,3室1厅1厨2卫,中楼层,8,158.01,平层,136.9,板楼,南 北,2003,精装,钢混结构,自供暖,一梯两户,70年,有,101101751298,私产,2017-06-28,普通住宅,满五年,非共有,1800,113917,2017-08-19
北露园,2017.08.18 ,469万,105870,487,103,1,33,100,3920,1室1厅1厨1卫,底层,6,44.3,平层,29.99,板楼,西,1993,简装,混合结构,集中供暖,一梯三户,70年,无,101101559157,已购公房,2017-05-07,普通住宅,满五年,非共有,469,105870,2017-08-18
三里河一区,2017.08.18 ,626万,120850,640,4,0,0,27,665,2室1厅1厨1卫,中楼层,6,51.8,平层,暂无数据,板楼,南 北,1981,其他,混合结构,集中供暖,一梯两户,70年,无,101101950660,已购公房,2017-08-15,普通住宅,暂无数据,非共有,626,120850,2017-08-18
宣武门外东里,2017.08.18 ,650万,98770,658,85,3,56,150,6801,3室1厅1厨1卫,底层,6,65.81,暂无数据,暂无数据,板楼,南 北,1970,毛坯,混合结构,集中供暖,一梯四户,未知,暂无数据,101101619315,已购公房,2017-05-25,普通住宅,满五年,非共有,650,98770,2017-08-18
樱桃二条8号院,2017.08.18 ,510万,82378,560,40,1,13,42,2233,1室1厅1厨1卫,中楼层,14,61.91,暂无数据,53.03,板塔结合,南,2004,精装,钢混结构,集中供暖,三梯三户,70年,有,101101793159,商品房,2017-07-09,普通住宅,满五年,非共有,510,82378,2017-08-18
六铺炕二区,2017.08.18 ,650万,131846,680,45,4,31,37,2137,1室1厅1厨1卫,低楼层,15,49.3,暂无数据,暂无数据,板塔结合,西南,1994,简装,混合结构,集中供暖,两梯七户,70年,有,101101775205,已购公房,2017-07-04,普通住宅,满五年,非共有,650,131846,2017-08-18
牛街西里,2017.08.17 ,555万,74387,598,159,4,45,119,7501,3室0厅1厨1卫,低楼层,19,74.61,暂无数据,暂无数据,塔楼,西南,1999,简装,钢混结构,集中供暖,三梯十二户,70年,有,101101319082,已购公房,2017-03-12,普通住宅,满五年,非共有,555,74387,2017-08-17
高家寨,2017.08.17 ,585万,106325,600,5,0,10,21,981,2室1厅1厨1卫,高楼层,6,55.02,暂无数据,41.9,板楼,南,1980,精装,混合结构,集中供暖,一梯三户,70年,无,101101946051,商品房,2017-08-13,普通住宅,满五年,非共有,585,106325,2017-08-17
冠英园小区,2017.08.17 ,570万,103075,575,4,0,14,11,385,1室1厅1厨1卫,高楼层,6,55.3,暂无数据,38.54,板楼,南,1998,精装,混合结构,集中供暖,一梯四户,70年,无,101101949382,已购公房,2017-08-14,普通住宅,满五年,非共有,570,103075,2017-08-17
南纬路2号院,2017.08.17 ,589万,100290,587.3,8,0,15,0,暂无数据,2室1厅1厨1卫,中楼层,6,58.73,暂无数据,暂无数据,板楼,南 北,2002,其他,混合结构,集中供暖,一梯两户,70年,无,101101931090,商品房,2017-08-10,普通住宅,暂无数据,暂无数据,589,100290,2017-08-17
丽水莲花,2017.08.17 ,650万,94067,689,19,0,20,38,1795,1室1厅1厨1卫,中楼层,21,69.1,暂无数据,55.48,板楼,东,2009,精装,钢混结构,集中供暖,两梯三户,70年,有,101101880048,商品房,2017-07-29,普通住宅,暂无数据,非共有,650,94067,2017-08-17
官园胡同,2017.08.17 ,945万,119621,950,2,0,15,17,283,3室1厅1厨1卫,高楼层,16,79,暂无数据,60,板塔结合,西南,1988,简装,混合结构,集中供暖,两梯七户,未知,有,101101955091,已购公房,2017-08-16,普通住宅,满五年,非共有,945,119621,2017-08-17
白广路二条,2017.08.17 ,489万,84764,537,95,0,115,1,36,2室1厅1厨1卫,中楼层,6,57.69,暂无数据,暂无数据,板楼,南 北,1990,简装,混合结构,暂无数据,一梯两户,未知,暂无数据,101101585412,已购公房,2017-05-15,普通住宅,满五年,非共有,489,84764,2017-08-17
车站东街15号院,2017.08.17 ,505万,95140,550,39,0,43,36,1435,2室1厅1厨1卫,底层,6,53.08,暂无数据,39.82,板楼,南 北,1982,简装,混合结构,集中供暖,一梯两户,70年,无,101101794057,已购公房,2017-07-09,普通住宅,满五年,非共有,505,95140,2017-08-17
育人里小区,2017.08.17 ,877万,92384,965,55,1,35,57,3901,2室2厅1厨1卫,中楼层,7,94.93,暂无数据,62.95,板楼,南 北,1999,简装,混合结构,集中供暖,一梯两户,70年,无,101101732182,央产房,2017-06-23,普通住宅,满五年,非共有,877,92384,2017-08-17
新外大街6号院,2017.08.16 ,850万,114710,900,96,4,59,29,2858,2室1厅1厨1卫,高楼层,6,74.1,暂无数据,49.72,板楼,东 西,1998,简装,混合结构,集中供暖,一梯三户,70年,无,101101580130,央产房,2017-05-13,普通住宅,满五年,非共有,850,114710,2017-08-16
真武庙六里,2017.08.16 ,1130万,123768,1190,32,1,6,0,暂无数据,3室1厅1厨1卫,高楼层,19,91.3,暂无数据,暂无数据,塔楼,南 北,1990,精装,钢混结构,集中供暖,两梯十一户,70年,有,101101820902,央产房,2017-07-16,普通住宅,满五年,非共有,1130,123768,2017-08-16
乐城,2017.08.16 ,405万,88816,439,41,1,24,70,4706,1室1厅1厨1卫,中楼层,24,45.6,暂无数据,37.98,板塔结合,西南,2004,精装,钢混结构,自供暖,三梯十三户,70年,有,101101784162,一类经济适用房,2017-07-07,普通住宅,满五年,非共有,405,88816,2017-08-16
荣丰2008,2017.08.16 ,426万,140734,454,120,3,19,52,2625,1室1厅1厨2卫,高楼层,16,30.27,复式,22.01,塔楼,北,2007,精装,钢混结构,集中供暖,三梯二十五户,70年,有,101101490788,商品房,2017-04-19,普通住宅,满五年,非共有,426,140734,2017-08-16,135,44599,2012-05-04
白广路西里,2017.08.16 ,440万,76910,499,12,1,12,63,1656,2室1厅1厨1卫,中楼层,5,57.21,暂无数据,暂无数据,板楼,东 南 西,2013,其他,混合结构,集中供暖,一梯三户,70年,无,101101905797,已购公房,2017-08-04,普通住宅,暂无数据,非共有,440,76910,2017-08-16
马甸南村,2017.08.16 ,700万,127738,745,122,5,31,27,3186,2室1厅1厨1卫,低楼层,16,54.8,暂无数据,37.64,塔楼,西,1985,精装,混合结构,集中供暖,两梯七户,70年,有,101101482745,已购公房,2017-04-16,普通住宅,满五年,非共有,700,127738,2017-08-16
百万庄1号院,2017.08.16 ,438.5万,107740,450,3,0,4,3,59,1室1厅1厨1卫,低楼层,6,40.7,暂无数据,暂无数据,板楼,南,1987,精装,混合结构,集中供暖,一梯七户,70年,无,101101942611,商品房,2017-08-13,普通住宅,满两年,共有,438.5,107740,2017-08-16
车站东街15号院,2017.08.15 ,576.5万,89686,595,79,2,35,100,3917,2室1厅1厨1卫,中楼层,6,64.28,暂无数据,44.79,板楼,南 北,1997,简装,混合结构,集中供暖,一梯两户,70年,无,101101634504,已购公房,2017-05-28,普通住宅,满五年,非共有,576.5,89686,2017-08-15
四平园,2017.08.15 ,605万,101205,680,51,0,61,88,4560,2室1厅1厨1卫,中楼层,6,59.78,平层,暂无数据,板楼,南 北,1996,简装,混合结构,集中供暖,一梯三户,70年,无,101101741104,已购公房,2017-06-25,普通住宅,满五年,非共有,605,101205,2017-08-15
天泽园,2017.08.15 ,1160万,99983,1160,6,0,16,53,2444,3室1厅1厨1卫,底层,6,116.02,暂无数据,80.4,板楼,南 北,2001,精装,钢混结构,自供暖,一梯两户,70年,无,101101925517,已购公房,2017-08-09,普通住宅,满五年,共有,1160,99983,2017-08-15
南露园,2017.08.15 ,682万,100147,739,62,0,21,117,7282,2室1厅1厨1卫,高楼层,6,68.1,暂无数据,46.17,板楼,东 西,1993,精装,混合结构,集中供暖,一梯四户,70年,无,101101698184,已购公房,2017-06-14,普通住宅,满五年,非共有,682,100147,2017-08-15
德胜里一区,2017.08.14 ,650.6万,139914,670,101,3,25,0,19,1室1厅1厨1卫,顶层,18,46.5,暂无数据,暂无数据,塔楼,东,1987,精装,混合结构,集中供暖,一梯七户,70年,有,101101555596,已购公房,2017-05-06,普通住宅,满五年,非共有,650.6,139914,2017-08-14
