小区名,成交时间,成交价格,成交单价,挂牌价格（万）,成交周期（天）,调价（次）,带看（次）,关注（人）,浏览（次）,房屋户型,所在楼层,总共层数,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建成年代,装修情况,建筑结构,供暖方式,梯户比例,产权年限,配备电梯,链家编号,交易权属,挂牌时间,房屋用途,房屋年限,房权所属,成交价格（历史1）,成交单价（历史1）,成交时间（历史1）,成交价格（历史2）,成交单价（历史2）,成交时间（历史2）,成交价格（历史3）,成交单价（历史3）,成交时间（历史3）,成交价格（历史4）,成交单价（历史4）,成交时间（历史4）,成交价格（历史5）,成交单价（历史5）,成交时间（历史5）,成交价格（历史6）,成交单价（历史6）,成交时间（历史6）,行政区
智学苑,2017.07.28 ,485万,70587,500,24,0,7,59,1767,2室1厅1厨1卫,低楼层,6,68.71,暂无数据,暂无数据,板楼,南 北,2000,简装,混合结构,集中供暖,一梯两户,70年,无,101101775281,商品房,2017-07-04,普通住宅,满五年,非共有,485,70587,2017-07-28,,,,,,,,,,,,,,,,海淀
交大嘉园,2017.07.28 ,1030万,95725,1050,73,3,130,154,19020,3室1厅1厨1卫,中楼层,19,107.6,暂无数据,暂无数据,塔楼,东南,2002,精装,钢混结构,集中供暖,三梯十二户,70年,有,101101590595,私产,2017-05-16,普通住宅,满五年,非共有,1030,95725,2017-07-28,,,,,,,,,,,,,,,,海淀
毛纺厂南小区,2017.07.28 ,317万,60612,340,99,6,69,235,11208,2室1厅1厨1卫,顶层,5,52.3,暂无数据,45,板楼,南,1978,精装,混合结构,集中供暖,一梯三户,70年,无,101101497528,已购公房,2017-04-21,普通住宅,满五年,非共有,317,60612,2017-07-28,,,,,,,,,,,,,,,,海淀
东南小区,2017.07.28 ,851万,122977,850,70,0,40,140,6652,3室1厅1厨1卫,中楼层,6,69.2,暂无数据,60,板楼,南 北,1982,精装,混合结构,集中供暖,一梯三户,70年,无,101101603243,央产房,2017-05-20,普通住宅,满五年,非共有,851,122977,2017-07-28,,,,,,,,,,,,,,,,海淀
永定路1号院,2017.07.28 ,376万,68489,410,30,2,38,22,2028,2室1厅1厨1卫,中楼层,6,54.9,暂无数据,1,板楼,南 北,1981,简装,混合结构,集中供暖,一梯三户,70年,无,101101753762,商品房,2017-06-29,普通住宅,满五年,共有,376,68489,2017-07-28,,,,,,,,,,,,,,,,海淀
明光村小区,2017.07.28 ,437万,81683,450,84,3,48,29,3797,2室1厅1厨1卫,低楼层,12,53.5,平层,暂无数据,板楼,南 北,1981,简装,钢混结构,暂无数据,两梯三户,70年,有,101101554016,商品房,2017-05-06,普通住宅,满五年,非共有,437,81683,2017-07-28,,,,,,,,,,,,,,,,海淀
都市网景,2017.07.28 ,958.9万,77929,1150,197,6,106,41,12820,2室1厅1厨2卫,低楼层,24,123.04,平层,暂无数据,塔楼,东南,1999,简装,钢混结构,集中供暖,三梯八户,70年,有,101101070041,商品房,2017-01-13,普通住宅,满五年,非共有,958.9,77929,2017-07-28,,,,,,,,,,,,,,,,海淀
静淑东里,2017.07.28 ,600万,82204,620,18,1,25,55,1918,2室1厅1厨1卫,中楼层,6,72.99,平层,49.07,板楼,南 北,1999,简装,混合结构,集中供暖,一梯两户,70年,无,101101800799,已购公房,2017-07-11,普通住宅,满五年,非共有,600,82204,2017-07-28,,,,,,,,,,,,,,,,海淀
景王坟,2017.07.28 ,550万,91820,600,54,3,78,48,3739,2室1厅1厨1卫,中楼层,18,59.9,暂无数据,41.7,板塔结合,东南,1990,简装,钢混结构,集中供暖,一梯九户,未知,暂无数据,101101663984,央产房,2017-06-05,普通住宅,满五年,非共有,550,91820,2017-07-28,,,,,,,,,,,,,,,,海淀
铁道科学研究院,2017.07.28 ,1270万,122422,1400,3,1,1,25,663,3室1厅1厨1卫,中楼层,15,103.74,暂无数据,81.24,板塔结合,南 北,2009,精装,钢混结构,集中供暖,两梯两户,70年,有,101101859602,央产房,2017-07-25,普通住宅,满两年,非共有,1270,122422,2017-07-28,,,,,,,,,,,,,,,,海淀
百旺新城,2017.07.28 ,483万,86731,520,17,0,18,27,1408,1室1厅1厨1卫,中楼层,6,55.69,平层,49.18,板楼,南,2004,简装,混合结构,自供暖,一梯三户,70年,无,101101805348,商品房,2017-07-12,普通住宅,满五年,非共有,483,86731,2017-07-28,,,,,,,,,,,,,,,,海淀
蜂鸟家园,2017.07.28 ,628万,144968,645,28,1,3,16,580,1室0厅1厨1卫,低楼层,9,43.32,暂无数据,33.69,板楼,西 北,2004,精装,钢混结构,集中供暖,两梯七户,70年,有,101101758673,商品房,2017-06-30,普通住宅,满两年,非共有,628,144968,2017-07-28,,,,,,,,,,,,,,,,海淀
索家坟,2017.07.28 ,625万,93284,650,11,1,85,148,13553,3室1厅1厨1卫,底层,6,67,暂无数据,50.3,板楼,南 北,1981,精装,混合结构,集中供暖,一梯两户,70年,无,101101827612,商品房,2017-07-17,普通住宅,满五年,非共有,625,93284,2017-07-28,248,37015,2012-03-07,,,,,,,,,,,,,海淀
海淀路小区,2017.07.28 ,330万,86388,350,41,1,4,81,2699,1室1厅1厨1卫,中楼层,6,38.2,平层,暂无数据,板楼,南,1982,简装,混合结构,集中供暖,一梯四户,70年,无,101101710129,商品房,2017-06-17,普通住宅,满两年,非共有,330,86388,2017-07-28,暂无价格,自行成交,2014-08,,,,,,,,,,,,,海淀
香溪度,2017.07.28 ,1199万,71978,1250,22,1,16,36,2497,3室2厅1厨2卫,高楼层,9,166.58,暂无数据,144.12,板楼,南 西 北,2009,简装,钢混结构,自供暖,一梯两户,70年,有,101101784014,商品房,2017-07-07,普通住宅,满五年,非共有,1199,71978,2017-07-28,,,,,,,,,,,,,,,,海淀
涧桥泊屋,2017.07.28 ,2402万,131200,2480,16,0,1,0,暂无数据,4室2厅1厨2卫,中楼层,14,183.08,暂无数据,153.06,板楼,南 北,2002,简装,钢混结构,自供暖,两梯两户,70年,有,101101804445,私产,2017-07-12,普通住宅,满五年,非共有,2402,131200,2017-07-28,,,,,,,,,,,,,,,,海淀
农科院,2017.07.28 ,650万,109798,705,57,3,16,26,1616,2室1厅1厨1卫,中楼层,5,59.2,暂无数据,暂无数据,板楼,南 北,1985,精装,混合结构,集中供暖,一梯三户,70年,无,101101648943,商品房,2017-06-01,普通住宅,满五年,非共有,650,109798,2017-07-28,,,,,,,,,,,,,,,,海淀
厂洼小区,2017.07.27 ,480万,88725,520,52,1,40,75,4332,2室1厅1厨1卫,高楼层,6,54.1,暂无数据,45,板楼,西南,1988,精装,混合结构,集中供暖,一梯三户,70年,无,101101668868,商品房,2017-06-06,普通住宅,满两年,非共有,480,88725,2017-07-27,260,48060,2015-01-10,,,,,,,,,,,,,海淀
自由度,2017.07.27 ,400万,59845,420,76,1,11,97,3346,1室1厅1厨1卫,中楼层,8,66.84,暂无数据,54.37,板塔结合,东,2002,简装,钢混结构,自供暖,一梯六户,70年,有,101101577609,商品房,2017-05-13,普通住宅,满两年,非共有,400,59845,2017-07-27,,,,,,,,,,,,,,,,海淀
北蜂窝103号院,2017.07.27 ,403万,75895,450,16,0,29,35,2723,2室1厅1厨1卫,底层,5,53.1,暂无数据,39.8,板楼,南 北,1986,简装,混合结构,暂无数据,一梯两户,未知,暂无数据,101101805381,已购公房,2017-07-12,普通住宅,满五年,非共有,403,75895,2017-07-27,,,,,,,,,,,,,,,,海淀
定慧北里,2017.07.27 ,710万,82415,730,12,1,7,12,735,2室1厅1厨1卫,低楼层,6,86.15,暂无数据,暂无数据,板楼,南 北,1998,精装,混合结构,集中供暖,一梯两户,70年,无,101101818479,商品房,2017-07-15,普通住宅,满两年,非共有,710,82415,2017-07-27,370,42949,2013-02-23,,,,,,,,,,,,,海淀
小营东路6号院,2017.07.27 ,426万,70882,460,3,1,5,14,215,2室1厅1厨1卫,中楼层,6,60.1,暂无数据,暂无数据,板楼,南 北,1990,毛坯,混合结构,暂无数据,一梯三户,70年,无,101101858274,商品房,2017-07-25,普通住宅,满五年,非共有,426,70882,2017-07-27,,,,,,,,,,,,,,,,海淀
西木小区,2017.07.27 ,299万,70188,350,82,4,63,119,7174,1室1厅1厨1卫,顶层,7,42.6,平层,暂无数据,板楼,南,1992,其他,混合结构,集中供暖,一梯三户,70年,无,101101554775,已购公房,2017-05-06,普通住宅,满五年,非共有,299,70188,2017-07-27,,,,,,,,,,,,,,,,海淀
雅世合金公寓,2017.07.27 ,900万,96206,930,36,1,12,22,1810,2室1厅1厨2卫,中楼层,8,93.55,暂无数据,78.99,板塔结合,南,2011,精装,钢混结构,自供暖,一梯四户,70年,有,101101724090,商品房,2017-06-21,普通住宅,满两年,共有,900,96206,2017-07-27,,,,,,,,,,,,,,,,海淀
科源小区,2017.07.27 ,560万,108528,642,36,3,5,1,1678,2室1厅1厨1卫,中楼层,4,51.6,暂无数据,暂无数据,板楼,南 北,1973,简装,混合结构,集中供暖,一梯三户,70年,无,101101725365,商品房,2017-06-21,普通住宅,满五年,非共有,560,108528,2017-07-27,,,,,,,,,,,,,,,,海淀
锦秋知春,2017.07.27 ,890万,96708,1010,129,2,8,15,3188,1室1厅1厨1卫,中楼层,9,92.03,平层,暂无数据,板塔结合,南,2000,其他,钢混结构,自供暖,一梯三户,70年,有,101101363485,商品房,2017-03-20,普通住宅,满五年,非共有,890,96708,2017-07-27,,,,,,,,,,,,,,,,海淀
永泰西里,2017.07.26 ,302万,66301,340,19,1,3,28,597,1室1厅1厨1卫,高楼层,6,45.55,暂无数据,30.8,板楼,南,2000,其他,混合结构,集中供暖,一梯三户,70年,无,101101792000,商品房,2017-07-08,普通住宅,暂无数据,非共有,302,66301,2017-07-26,,,,,,,,,,,,,,,,海淀
橡树湾,2017.07.26 ,855万,85560,900,82,3,32,50,4319,2室1厅1厨1卫,高楼层,20,99.93,平层,78.39,板塔结合,东南,2011,精装,钢混结构,集中供暖,两梯四户,70年,有,101101550653,商品房,2017-05-05,普通住宅,满两年,非共有,855,85560,2017-07-26,,,,,,,,,,,,,,,,海淀
北无宿舍,2017.07.26 ,580万,90910,615,105,2,63,65,5135,2室1厅1厨1卫,顶层,6,63.8,暂无数据,暂无数据,板楼,南 北,1980,简装,混合结构,集中供暖,一梯两户,70年,无,101101468762,已购公房,2017-04-13,普通住宅,满五年,非共有,580,90910,2017-07-26,,,,,,,,,,,,,,,,海淀
龙翔路小区,2017.07.26 ,445万,71200,450,116,4,52,74,4160,2室1厅1厨1卫,高楼层,18,62.5,暂无数据,暂无数据,塔楼,北,未知,简装,钢混结构,集中供暖,两梯九户,70年,有,101101421653,商品房,2017-04-02,普通住宅,满五年,非共有,445,71200,2017-07-26,,,,,,,,,,,,,,,,海淀
知春东里,2017.07.26 ,502.5万,99505,580,235,7,88,74,13729,1室1厅1厨1卫,中楼层,20,50.5,平层,暂无数据,塔楼,东南,1990,简装,钢混结构,暂无数据,两梯十户,70年,有,101100920277,商品房,2016-12-03,普通住宅,满五年,非共有,502.5,99505,2017-07-26,,,,,,,,,,,,,,,,海淀
北坞嘉园西里,2017.07.26 ,588万,68998,595,70,3,8,0,2,2室2厅1厨2卫,底层,6,85.22,暂无数据,暂无数据,暂无数据,南 北,未知,简装,未知结构,暂无数据,一梯两户,未知,暂无数据,101101592963,二类经济适用房,2017-05-17,普通住宅,暂无数据,共有,588,68998,2017-07-26,,,,,,,,,,,,,,,,海淀
双榆树南里二区,2017.07.26 ,596.2万,83947,639,55,3,28,91,5378,3室1厅1厨1卫,顶层,6,71.02,暂无数据,暂无数据,板楼,南 北,1988,精装,混合结构,集中供暖,一梯三户,70年,无,101101650061,已购公房,2017-06-02,普通住宅,满五年,非共有,596.2,83947,2017-07-26,,,,,,,,,,,,,,,,海淀
丝绸厂宿舍,2017.07.26 ,365万,68353,375,82,4,53,127,8222,2室1厅1厨1卫,底层,6,53.4,平层,37.5,板楼,南 北,未知,简装,混合结构,集中供暖,一梯两户,70年,无,101101551212,商品房,2017-05-05,普通住宅,满五年,非共有,365,68353,2017-07-26,,,,,,,,,,,,,,,,海淀
皂君东里,2017.07.26 ,642万,94551,715,48,0,18,0,20,3室1厅1厨1卫,中楼层,6,67.9,平层,58,板楼,南 北,1981,简装,混合结构,集中供暖,一梯两户,70年,无,101101679193,已购公房,2017-06-09,普通住宅,暂无数据,非共有,642,94551,2017-07-26,,,,,,,,,,,,,,,,海淀
红联北村,2017.07.26 ,450万,84587,470,59,2,45,30,2116,2室0厅1厨1卫,中楼层,14,53.2,暂无数据,37.1,板塔结合,西北,1992,精装,钢混结构,集中供暖,两梯十户,70年,有,101101633141,商品房,2017-05-28,普通住宅,满两年,非共有,450,84587,2017-07-26,265,49813,2013-08-09,,,,,,,,,,,,,海淀
马甸西路,2017.07.26 ,441万,81216,456,34,1,51,45,3324,2室1厅1厨1卫,高楼层,6,54.3,暂无数据,37.9,板楼,南 北,1982,简装,混合结构,暂无数据,一梯三户,未知,暂无数据,101101725727,已购公房,2017-06-22,普通住宅,暂无数据,非共有,441,81216,2017-07-26,,,,,,,,,,,,,,,,海淀
航天社区,2017.07.25 ,670万,115717,695,19,2,23,0,暂无数据,2室1厅1厨1卫,中楼层,14,57.9,暂无数据,41,板塔结合,东南,1985,简装,钢混结构,集中供暖,两梯八户,70年,有,101101784478,央产房,2017-07-07,普通住宅,满五年,非共有,670,115717,2017-07-25,,,,,,,,,,,,,,,,海淀
上林溪,2017.07.25 ,380万,85876,400,5,0,3,17,428,1室1厅1厨1卫,低楼层,9,44.25,暂无数据,37.02,板楼,南,2012,精装,钢混结构,集中供暖,一梯三户,70年,有,101101840463,商品房,2017-07-21,普通住宅,暂无数据,非共有,380,85876,2017-07-25,,,,,,,,,,,,,,,,海淀
万泉庄小区,2017.07.25 ,655万,105816,680,5,0,20,3,58,3室1厅1厨1卫,底层,6,61.9,平层,58,板楼,南 北,1991,简装,混合结构,集中供暖,一梯三户,70年,无,101101841243,已购公房,2017-07-21,普通住宅,满五年,非共有,655,105816,2017-07-25,,,,,,,,,,,,,,,,海淀
知本时代,2017.07.25 ,303.5万,67370,311,106,4,121,212,10573,1室1厅1厨1卫,中楼层,18,45.05,暂无数据,36.74,板塔结合,北,2004,精装,钢混结构,集中供暖,两梯六户,70年,有,101101459353,商品房,2017-04-10,普通住宅,满两年,非共有,303.5,67370,2017-07-25,,,,,,,,,,,,,,,,海淀
紫金庄园,2017.07.25 ,675万,75673,720,109,4,93,38,3663,2室1厅1厨1卫,低楼层,22,89.2,暂无数据,1,塔楼,东,1998,精装,钢混结构,集中供暖,两梯十户,70年,有,101101446961,已购公房,2017-04-08,普通住宅,满五年,非共有,675,75673,2017-07-25,,,,,,,,,,,,,,,,海淀
北蜂窝中路2号院,2017.07.25 ,470万,82312,480,33,1,64,68,4010,2室1厅1厨1卫,中楼层,7,57.1,暂无数据,45,板楼,东 西,1992,简装,混合结构,集中供暖,一梯两户,70年,无,101101729787,央产房,2017-06-23,普通住宅,满五年,非共有,470,82312,2017-07-25,,,,,,,,,,,,,,,,海淀
成府路20号院,2017.07.25 ,612.5万,90460,635,55,4,45,80,3783,2室1厅1厨1卫,中楼层,7,67.71,平层,47.08,板楼,南 北,2000,简装,混合结构,集中供暖,一梯两户,70年,无,101101644946,已购公房,2017-06-01,普通住宅,满五年,非共有,612.5,90460,2017-07-25,,,,,,,,,,,,,,,,海淀
怡丽南园,2017.07.25 ,1170万,91816,1260,58,1,58,69,5227,3室2厅1厨1卫,低楼层,6,127.43,暂无数据,1,板楼,南 北,2002,简装,混合结构,自供暖,一梯两户,70年,无,101101635519,央产房,2017-05-29,普通住宅,满五年,非共有,1170,91816,2017-07-25,,,,,,,,,,,,,,,,海淀
知春东里,2017.07.25 ,817万,113002,831,89,2,82,91,12449,3室1厅1厨1卫,中楼层,20,72.3,平层,49.6,塔楼,西南,1990,精装,钢混结构,集中供暖,两梯十户,70年,有,101101520656,央产房,2017-04-27,普通住宅,满五年,非共有,817,113002,2017-07-25,,,,,,,,,,,,,,,,海淀
上林溪,2017.07.25 ,535万,82639,582,59,0,11,66,2802,1室1厅1厨1卫,中楼层,11,64.74,暂无数据,55.01,板楼,南,2012,精装,钢混结构,集中供暖,一梯两户,70年,暂无数据,101101628648,商品房,2017-05-27,普通住宅,暂无数据,非共有,535,82639,2017-07-25,,,,,,,,,,,,,,,,海淀
黄庄小区,2017.07.25 ,585万,112717,650,94,2,56,1,21,2室1厅1厨1卫,底层,10,51.9,暂无数据,暂无数据,板塔结合,东,1982,精装,钢混结构,集中供暖,一梯六户,70年,有,101101505216,已购公房,2017-04-23,普通住宅,满五年,非共有,585,112717,2017-07-25,暂无价格,其他公司成交,2014-10,,,,,,,,,,,,,海淀
马连洼1号院,2017.07.25 ,578万,96834,600,7,0,33,15,704,2室1厅1厨1卫,中楼层,6,59.69,平层,41.71,板楼,南 北,1992,简装,混合结构,集中供暖,一梯三户,70年,无,101101832849,已购公房,2017-07-19,普通住宅,满五年,非共有,578,96834,2017-07-25,,,,,,,,,,,,,,,,海淀
蓟门东里,2017.07.25 ,510万,88542,546,25,0,11,26,1127,3室1厅1厨1卫,底层,6,57.6,暂无数据,43.2,板楼,东 南 西,1987,精装,混合结构,集中供暖,一梯三户,70年,无,101101758215,商品房,2017-06-30,普通住宅,暂无数据,非共有,510,88542,2017-07-25,暂无价格,其他公司成交,2015-05,,,,,,,,,,,,,海淀
菊园,2017.07.25 ,440万,69522,505,58,1,31,55,3434,2室1厅1厨1卫,底层,6,63.29,暂无数据,42.56,板楼,南 北,1995,简装,混合结构,集中供暖,一梯两户,70年,无,101101634525,已购公房,2017-05-28,普通住宅,满五年,非共有,440,69522,2017-07-25,,,,,,,,,,,,,,,,海淀
厢白旗甲2号院,2017.07.25 ,590万,80822,630,25,0,6,20,1633,2室1厅1厨1卫,低楼层,6,73,暂无数据,暂无数据,板楼,南 北,1999,简装,混合结构,集中供暖,一梯两户,70年,无,101101756440,商品房,2017-06-30,普通住宅,暂无数据,非共有,590,80822,2017-07-25,,,,,,,,,,,,,,,,海淀
花园路3号院,2017.07.25 ,686万,89791,730,68,2,12,10,620,3室1厅1厨1卫,中楼层,24,76.4,暂无数据,暂无数据,塔楼,西南,未知,简装,钢混结构,集中供暖,两梯八户,70年,有,101101596633,已购公房,2017-05-18,普通住宅,满五年,非共有,686,89791,2017-07-25,,,,,,,,,,,,,,,,海淀
兰园,2017.07.25 ,623万,72875,650,18,0,24,57,2336,3室1厅1厨1卫,底层,6,85.49,暂无数据,暂无数据,板楼,南 北,1998,精装,混合结构,集中供暖,一梯两户,70年,无,101101787527,商品房,2017-07-07,普通住宅,满五年,非共有,623,72875,2017-07-25,,,,,,,,,,,,,,,,海淀
望河园,2017.07.25 ,510万,77145,530,50,1,35,12,1793,1室1厅1厨1卫,中楼层,17,66.11,暂无数据,54.48,塔楼,西南,2002,简装,钢混结构,自供暖,两梯十户,70年,有,101101666862,商品房,2017-06-06,普通住宅,暂无数据,非共有,510,77145,2017-07-25,378,57178,2016-06-03,,,,,,,,,,,,,海淀
皂君庙14号院,2017.07.25 ,1225万,72961,1420,115,1,15,49,3449,3室1厅1厨2卫,底层,6,167.9,平层,暂无数据,板楼,东南 北,1998,精装,混合结构,集中供暖,一梯两户,70年,无,101101419992,已购公房,2017-04-01,普通住宅,暂无数据,非共有,1225,72961,2017-07-25,,,,,,,,,,,,,,,,海淀
兰园,2017.07.25 ,526万,73392,535,3,0,1,0,暂无数据,2室1厅1厨1卫,中楼层,6,71.67,平层,暂无数据,板楼,南 北,1998,精装,混合结构,集中供暖,一梯两户,70年,无,101101849146,商品房,2017-07-22,普通住宅,满五年,非共有,526,73392,2017-07-25,,,,,,,,,,,,,,,,海淀
知本时代,2017.07.25 ,290万,70836,299,42,2,54,203,11455,1室0厅1厨1卫,中楼层,18,40.94,暂无数据,33.35,板塔结合,北,2004,精装,钢混结构,集中供暖,两梯六户,70年,有,101101695381,商品房,2017-06-13,普通住宅,满五年,共有,290,70836,2017-07-25,,,,,,,,,,,,,,,,海淀
博雅德园,2017.07.24 ,860万,60440,960,63,0,50,48,5526,3室2厅1厨2卫,高楼层,10,142.29,暂无数据,117.77,板楼,南 北,2005,毛坯,钢混结构,集中供暖,一梯两户,70年,有,101101613500,私产,2017-05-23,普通住宅,满五年,非共有,860,60440,2017-07-24,,,,,,,,,,,,,,,,海淀
万寿路西街11号院,2017.07.24 ,518万,104289,550,78,5,34,50,3816,2室0厅1厨1卫,顶层,6,49.67,暂无数据,34.34,板楼,东北,1987,简装,混合结构,集中供暖,一梯三户,70年,无,101101560335,私产,2017-05-08,普通住宅,满五年,非共有,518,104289,2017-07-24,,,,,,,,,,,,,,,,海淀
塔院小区,2017.07.24 ,750万,92708,750,22,0,8,10,762,2室1厅1厨1卫,低楼层,18,80.9,暂无数据,61,塔楼,南,1988,精装,钢混结构,集中供暖,两梯七户,70年,有,101101770022,商品房,2017-07-03,普通住宅,满五年,非共有,750,92708,2017-07-24,,,,,,,,,,,,,,,,海淀
荣上居,2017.07.24 ,418万,79378,460,43,1,16,37,2096,1室1厅1厨1卫,低楼层,18,52.66,暂无数据,37.95,板楼,东,2006,精装,钢混结构,集中供暖,四梯二十七户,70年,有,101101688304,商品房,2017-06-11,普通住宅,满五年,非共有,418,79378,2017-07-24,,,,,,,,,,,,,,,,海淀
万寿路西街11号院,2017.07.24 ,581万,108639,610,44,1,26,43,2178,2室1厅1厨1卫,中楼层,6,53.48,暂无数据,37.5,板楼,南 北,1987,简装,混合结构,集中供暖,一梯两户,70年,无,101101686322,商品房,2017-06-10,普通住宅,暂无数据,非共有,581,108639,2017-07-24,,,,,,,,,,,,,,,,海淀
菊园,2017.07.24 ,329万,66291,350,12,0,4,68,2142,1室1厅1厨1卫,顶层,6,49.63,暂无数据,38.59,板楼,南 西 北,1995,精装,混合结构,集中供暖,一梯两户,70年,无,101101808166,商品房,2017-07-12,普通住宅,满五年,非共有,329,66291,2017-07-24,,,,,,,,,,,,,,,,海淀
永金里小区,2017.07.24 ,865万,66289,920,14,1,11,4,403,3室1厅1厨2卫,高楼层,12,130.49,暂无数据,94.63,板塔结合,南 北,1998,简装,钢混结构,集中供暖,两梯两户,70年,有,101101800689,央产房,2017-07-11,普通住宅,暂无数据,共有,865,66289,2017-07-24,,,,,,,,,,,,,,,,海淀
农科院,2017.07.24 ,560万,109804,590,26,3,10,37,2148,2室1厅1厨1卫,中楼层,5,51,暂无数据,51,板楼,南,1980,其他,砖混结构,集中供暖,一梯三户,70年,无,101101750440,央产房,2017-06-28,普通住宅,满两年,共有,560,109804,2017-07-24,,,,,,,,,,,,,,,,海淀
芙蓉里,2017.07.24 ,539万,104864,550,45,1,10,21,865,2室1厅1厨1卫,低楼层,6,51.4,平层,暂无数据,板楼,南,1985,简装,混合结构,集中供暖,一梯三户,70年,无,101101678783,央产房,2017-06-09,普通住宅,满五年,非共有,539,104864,2017-07-24,,,,,,,,,,,,,,,,海淀
建西苑南里,2017.07.23 ,580万,65611,580,14,0,9,2,180,2室1厅1厨1卫,高楼层,6,88.4,平层,79.11,板楼,南 北,2007,简装,钢混结构,集中供暖,一梯两户,70年,无,101101799932,商品房,2017-07-10,普通住宅,满两年,非共有,580,65611,2017-07-23,,,,,,,,,,,,,,,,海淀
