小区名,成交时间,成交价格,成交单价,挂牌价格（万）,成交周期（天）,调价（次）,带看（次）,关注（人）,浏览（次）,房屋户型,所在楼层,总共层数,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建成年代,装修情况,建筑结构,供暖方式,梯户比例,产权年限,配备电梯,链家编号,交易权属,挂牌时间,房屋用途,房屋年限,房权所属,成交价格（历史1）,成交单价（历史1）,成交时间（历史1）,成交价格（历史2）,成交单价（历史2）,成交时间（历史2）,成交价格（历史3）,成交单价（历史3）,成交时间（历史3）,成交价格（历史4）,成交单价（历史4）,成交时间（历史4）,成交价格（历史5）,成交单价（历史5）,成交时间（历史5）,成交价格（历史6）,成交单价（历史6）,成交时间（历史6）
菊园,2017.08.25 ,410万,64782,450,4,0,3,26,438,2室1厅1厨1卫,低楼层,6,63.29,暂无数据,42.56,板楼,南 北,1995,精装,混合结构,集中供暖,一梯两户,70年,无,101101979810,商品房,2017-08-21,普通住宅,暂无数据,非共有,410,64782,2017-08-25,248.8,39312,2015-08-01
北京印象,2017.08.25 ,1450万,77454,1550,34,0,36,101,10885,3室2厅1厨2卫,中楼层,11,187.21,暂无数据,146.55,板塔结合,南 北,2003,精装,钢混结构,集中供暖,两梯十户,70年,有,101101849880,商品房,2017-07-23,普通住宅,满五年,非共有,1450,77454,2017-08-25
二里庄小区,2017.08.25 ,490万,91248,499,47,2,65,48,3458,2室1厅1厨1卫,中楼层,6,53.7,暂无数据,暂无数据,板楼,南 北,1992,其他,混合结构,集中供暖,一梯四户,70年,无,101101793060,已购公房,2017-07-09,普通住宅,暂无数据,非共有,490,91248,2017-08-25
上地东里,2017.08.24 ,633万,132984,666,101,4,50,14,1385,1室1厅1厨1卫,低楼层,6,47.6,暂无数据,暂无数据,板楼,南 西,1995,简装,混合结构,集中供暖,一梯四户,70年,无,101101589373,商品房,2017-05-16,普通住宅,满两年,非共有,633,132984,2017-08-24,372,78152,2015-03-31
永泰庄甲6号院,2017.08.24 ,365万,66004,379,17,6,1,22,1084,2室1厅1厨1卫,高楼层,6,55.3,暂无数据,暂无数据,板楼,东 西,1991,精装,混合结构,集中供暖,一梯两户,70年,无,101101922721,已购公房,2017-08-08,普通住宅,满五年,非共有,365,66004,2017-08-24
明光村小区,2017.08.24 ,468万,84022,480,26,1,2,38,1165,2室1厅1厨1卫,中楼层,5,55.7,暂无数据,暂无数据,板楼,南 北,1988,精装,混合结构,集中供暖,一梯三户,70年,无,101101882509,商品房,2017-07-30,普通住宅,满五年,非共有,468,84022,2017-08-24
中关村东路,2017.08.24 ,502万,87305,550,126,3,53,70,6773,2室1厅1厨1卫,低楼层,6,57.5,暂无数据,39.6,板楼,南 北,未知,简装,混合结构,集中供暖,一梯两户,70年,无,101101498527,已购公房,2017-04-21,普通住宅,满五年,非共有,502,87305,2017-08-24
小南庄社区,2017.08.24 ,425万,108696,510,233,3,60,32,10977,1室1厅1厨1卫,低楼层,6,39.1,平层,暂无数据,板楼,南,1990,简装,混合结构,集中供暖,一梯三户,70年,无,101101035368,已购公房,2017-01-04,普通住宅,满五年,共有,425,108696,2017-08-24
三义庙北,2017.08.24 ,514万,86532,534,27,2,29,37,2049,2室1厅1厨1卫,底层,6,59.4,平层,38.4,板楼,南 北,1988,精装,混合结构,集中供暖,一梯三户,70年,无,101101879070,已购公房,2017-07-29,普通住宅,满五年,非共有,514,86532,2017-08-24
太月园,2017.08.24 ,830万,61505,880,80,2,35,55,4021,3室1厅1厨2卫,底层,26,134.95,暂无数据,111.33,塔楼,西北,1999,简装,钢混结构,集中供暖,三梯十户,70年,有,101101665710,商品房,2017-06-05,普通住宅,暂无数据,非共有,830,61505,2017-08-24,20,6687,2011-11-17
建设研究院,2017.08.24 ,528万,88591,565,27,1,64,48,2620,3室1厅1厨1卫,低楼层,6,59.6,暂无数据,暂无数据,板楼,南 北,1980,精装,混合结构,集中供暖,一梯三户,70年,无,101101876491,已购公房,2017-07-29,普通住宅,暂无数据,非共有,528,88591,2017-08-24
高巢,2017.08.24 ,281万,82502,291,47,1,15,139,6040,1室0厅1厨1卫,低楼层,15,34.06,暂无数据,27.47,塔楼,东北,2005,简装,钢混结构,自供暖,三梯二十二户,70年,有,101101792467,商品房,2017-07-08,普通住宅,满五年,非共有,281,82502,2017-08-24
太阳园,2017.08.24 ,970万,96875,1040,50,2,22,35,2842,2室2厅1厨1卫,中楼层,26,100.13,暂无数据,暂无数据,塔楼,西,2001,精装,钢混结构,集中供暖,两梯八户,70年,有,101101777960,商品房,2017-07-05,普通住宅,满五年,非共有,970,96875,2017-08-24
翠微北里,2017.08.24 ,412万,100734,420,98,2,61,81,4993,2室1厅1厨1卫,中楼层,5,40.9,暂无数据,暂无数据,板楼,南 北,1983,简装,混合结构,集中供暖,一梯三户,70年,无,101101595732,已购公房,2017-05-18,普通住宅,暂无数据,共有,412,100734,2017-08-24
橡树湾,2017.08.24 ,854万,88774,900,60,1,24,57,3911,2室2厅1厨1卫,中楼层,18,96.2,暂无数据,78.39,板塔结合,西南,2011,精装,钢混结构,集中供暖,两梯四户,70年,有,101101740711,商品房,2017-06-25,普通住宅,满两年,非共有,854,88774,2017-08-24
清缘东里,2017.08.24 ,543万,65867,560,162,5,7,76,5005,2室1厅1厨1卫,低楼层,13,82.44,暂无数据,65.07,塔楼,西北,2004,精装,钢混结构,集中供暖,两梯十户,70年,有,101101336223,商品房,2017-03-15,普通住宅,满两年,非共有,543,65867,2017-08-24,230,27900,2012-12-16
金隅美和园,2017.08.24 ,530万,63588,560,22,1,52,112,5658,2室1厅1厨1卫,底层,9,83.35,暂无数据,72,板楼,南 北,2009,简装,钢混结构,集中供暖,一梯三户,70年,有,101101898193,商品房,2017-08-02,普通住宅,暂无数据,非共有,530,63588,2017-08-24
上地佳园,2017.08.23 ,1337万,93549,1400,4,0,7,0,暂无数据,3室1厅1厨2卫,中楼层,11,142.92,暂无数据,121.15,板楼,南 北,2004,其他,钢混结构,集中供暖,一梯两户,70年,有,101101973011,商品房,2017-08-20,普通住宅,满两年,非共有,1337,93549,2017-08-23
建材城东一里,2017.08.23 ,360万,59328,380,93,2,12,0,3,2室1厅1厨1卫,底层,6,60.68,暂无数据,50,板楼,南 北,1996,精装,混合结构,集中供暖,一梯两户,70年,无,101101613715,已购公房,2017-05-23,普通住宅,暂无数据,非共有,360,59328,2017-08-23
后白堆子,2017.08.23 ,680万,89076,731,44,1,18,74,2887,3室1厅1厨1卫,顶层,6,76.34,暂无数据,暂无数据,板楼,南 北,1996,简装,混合结构,集中供暖,一梯两户,70年,无,101101801460,已购公房,2017-07-11,普通住宅,满五年,非共有,680,89076,2017-08-23
