小区名,成交时间,成交价格,成交单价,挂牌价格（万）,成交周期（天）,调价（次）,带看（次）,关注（人）,浏览（次）,房屋户型,所在楼层,总共层数,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建成年代,装修情况,建筑结构,供暖方式,梯户比例,产权年限,配备电梯,链家编号,交易权属,挂牌时间,房屋用途,房屋年限,房权所属,成交价格（历史1）,成交单价（历史1）,成交时间（历史1）,成交价格（历史2）,成交单价（历史2）,成交时间（历史2）,成交价格（历史3）,成交单价（历史3）,成交时间（历史3）,成交价格（历史4）,成交单价（历史4）,成交时间（历史4）,成交价格（历史5）,成交单价（历史5）,成交时间（历史5）,成交价格（历史6）,成交单价（历史6）,成交时间（历史6）
惠民家园,2016.10.20 ,238万,36689,238,46,4,42,22,暂无数据,2室1厅1厨1卫,底层,21,64.87,平层,暂无数据,板楼,南 北,2012,简装,钢混结构,集中供暖,两梯六户,70年,有,101100535872,商品房,2016-09-04,普通住宅,暂无数据,非共有,238,36689,2016-10-20
惠民家园,2016.10.16 ,276万,35421,280,19,1,16,6,1,2室1厅1厨1卫,低楼层,14,77.92,暂无数据,暂无数据,板楼,南,2010,其他,钢混结构,集中供暖,一梯四户,70年,有,101100644119,商品房,2016-09-28,普通住宅,暂无数据,暂无数据,276,35421,2016-10-16
惠民家园,2016.09.29 ,228万,35698,230,12,0,23,8,1,2室1厅1厨1卫,高楼层,21,63.87,平层,暂无数据,板楼,南 北,2012,其他,钢混结构,集中供暖,两梯六户,70年,有,101100595969,商品房,2016-09-18,普通住宅,暂无数据,暂无数据,228,35698,2016-09-29
惠民家园,2016.09.29 ,172万,35886,180,1,0,0,0,1,1室0厅1厨1卫,低楼层,6,47.93,平层,暂无数据,板楼,南,2009,其他,混合结构,集中供暖,一梯四户,70年,无,101100649462,商品房,2016-09-29,普通住宅,暂无数据,暂无数据,172,35886,2016-09-29
惠民家园,2016.09.28 ,178万,37138,180,8,2,12,9,1,1室0厅1厨1卫,中楼层,6,47.93,平层,41,板楼,南,2009,简装,混合结构,集中供暖,一梯四户,70年,无,101100609958,商品房,2016-09-21,普通住宅,暂无数据,共有,178,37138,2016-09-28,115,23994,2016-06-26
惠民家园,2016.09.27 ,177万,35614,181,8,0,2,7,1,1室0厅1厨1卫,低楼层,6,49.7,平层,暂无数据,板楼,南,2009,简装,混合结构,集中供暖,一梯四户,70年,无,101100606103,商品房,2016-09-20,普通住宅,暂无数据,非共有,177,35614,2016-09-27,79,15896,2012-11-23
惠民家园,2016.09.24 ,260万,34709,238,21,3,14,46,暂无数据,2室1厅1厨1卫,中楼层,11,74.91,暂无数据,63.27,板楼,南 北,2010,精装,钢混结构,集中供暖,一梯四户,70年,有,101100534190,商品房,2016-09-04,普通住宅,暂无数据,非共有,260,34709,2016-09-24
惠民家园,2016.09.22 ,185万,29445,186,5,1,3,6,1,2室1厅1厨1卫,中楼层,21,62.83,暂无数据,暂无数据,板楼,南,2012,其他,钢混结构,集中供暖,两梯六户,70年,有,101100593982,商品房,2016-09-17,普通住宅,暂无数据,暂无数据,185,29445,2016-09-22
惠民家园,2016.09.14 ,188万,30993,190,19,2,13,12,暂无数据,2室1厅1厨1卫,低楼层,21,60.66,平层,暂无数据,板楼,南,2012,其他,钢混结构,集中供暖,两梯六户,70年,有,101100491716,商品房,2016-08-26,普通住宅,暂无数据,暂无数据,188,30993,2016-09-14
惠民家园,2016.09.13 ,200万,29932,200,14,1,24,9,暂无数据,1室1厅1厨1卫,高楼层,11,66.82,平层,暂无数据,板塔结合,东,2010,简装,钢混结构,集中供暖,一梯四户,70年,有,101100513859,商品房,2016-08-31,普通住宅,暂无数据,非共有,200,29932,2016-09-13
